   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01
   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01
   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01
   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01
   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01
   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01
   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01
   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01
   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01
   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01
   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01
   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01   2.000000E-01
